# Source NodeID,Target NodeID,EdgeID,Direction,Layer,name,Source Layer,Target Layer
5453b63455474a3362319527,5453b63455474a3362317f2d,54b954ba55474a0e08bd3ef8,TwoWay,crosslayer,None,metro,train
5453b63355474a33623173a1,5453b63455474a33623180bf,54b954ba55474a0e08bd3ef9,TwoWay,crosslayer,None,metro,train
5453b63355474a33623173a1,5453b63455474a33623188cf,54b954ba55474a0e08bd3efa,TwoWay,crosslayer,None,metro,train
5453b63455474a33623178c1,5453b63455474a3362317f2d,54b954ba55474a0e08bd3efb,TwoWay,crosslayer,None,metro,train
5453b63555474a3362319e0a,5453b63555474a3362319f5c,54b954ba55474a0e08bd3efc,TwoWay,crosslayer,None,metro,train
5453b63555474a336231aec1,5453b63455474a3362318ff6,54b954ba55474a0e08bd3efd,TwoWay,crosslayer,None,metro,train
5453b63455474a3362317de0,5453b63455474a33623199e8,54b954ba55474a0e08bd3efe,TwoWay,crosslayer,None,metro,train
5453b63455474a3362319751,5453b63455474a3362317f2d,54b954ba55474a0e08bd3eff,TwoWay,crosslayer,None,metro,train
5453b63455474a3362319751,5453b63455474a336231768a,54b954ba55474a0e08bd3f00,TwoWay,crosslayer,None,metro,train
5453b63455474a33623178ec,5453b63555474a336231a5ca,54b954ba55474a0e08bd3f01,TwoWay,crosslayer,None,metro,train
5453b63555474a3362319bcd,5453b63455474a3362319a0d,54b954ba55474a0e08bd3f02,TwoWay,crosslayer,None,metro,train
5453b63455474a3362318304,5453b63555474a3362319f5c,54b954ba55474a0e08bd3f03,TwoWay,crosslayer,None,metro,train
5453b63555474a336231a3a2,5453b63455474a3362319697,54b954ba55474a0e08bd3f04,TwoWay,crosslayer,None,metro,train
5453b63555474a336231a3a0,5453b63455474a33623180c2,54b954ba55474a0e08bd3f05,TwoWay,crosslayer,None,metro,train
5453b63555474a336231a3a0,5453b63555474a336231a8c5,54b954ba55474a0e08bd3f06,TwoWay,crosslayer,None,metro,train
5453b63455474a3362317acc,5453b63455474a33623178eb,54b954ba55474a0e08bd3f07,TwoWay,crosslayer,None,metro,train
5453b63455474a3362317ddd,5453b63455474a3362319557,54b954ba55474a0e08bd3f08,TwoWay,crosslayer,None,metro,train
5453b63455474a3362318e39,5453b63455474a33623188cf,54b954ba55474a0e08bd3f09,TwoWay,crosslayer,None,metro,train
5453b63555474a336231a59a,5453b63555474a336231ae69,54b954ba55474a0e08bd3f0a,TwoWay,crosslayer,None,metro,train
5453b63555474a336231a59a,5453b63555474a336231ad4f,54b954ba55474a0e08bd3f0b,TwoWay,crosslayer,None,metro,train
5453b63455474a3362317420,5453b63455474a33623180bf,54b954ba55474a0e08bd3f0c,TwoWay,crosslayer,None,metro,train
5453b63455474a3362317420,5453b63455474a33623188cf,54b954ba55474a0e08bd3f0d,TwoWay,crosslayer,None,metro,train
5453b63455474a3362318d1c,5453b63555474a336231a714,54b954ba55474a0e08bd3f0e,TwoWay,crosslayer,None,metro,train
5453b63455474a336231742f,5453b63555474a336231a8c5,54b954ba55474a0e08bd3f0f,TwoWay,crosslayer,None,metro,train
5453b63555474a336231a0ba,5453b63555474a336231a5ca,54b954ba55474a0e08bd3f10,TwoWay,crosslayer,None,metro,train
5453b63455474a3362317cc9,5453b63455474a3362319697,54b954ba55474a0e08bd3f11,TwoWay,crosslayer,None,metro,train
5453b63555474a3362319af3,5453b63455474a33623177da,54b954ba55474a0e08bd3f12,TwoWay,crosslayer,None,metro,train
5453b63555474a3362319d63,5453b63555474a3362319e0e,54b954ba55474a0e08bd3f13,TwoWay,crosslayer,None,metro,train
5453b63555474a336231ac1e,5453b63455474a33623177e3,54b954ba55474a0e08bd3f14,TwoWay,crosslayer,None,metro,train
5453b63455474a3362318bae,5453b63555474a336231a5ca,54b954ba55474a0e08bd3f15,TwoWay,crosslayer,None,metro,train
5453b63455474a3362319995,5453b63455474a3362317f2d,54b954ba55474a0e08bd3f16,TwoWay,crosslayer,None,metro,train
5453b63555474a336231a26d,5453b63455474a3362318d7e,54b954ba55474a0e08bd3f17,TwoWay,crosslayer,None,metro,train
5453b63555474a336231a5f1,5453b63455474a3362317d02,54b954ba55474a0e08bd3f18,TwoWay,crosslayer,None,metro,train
5453b63555474a336231ad55,5453b63455474a33623180bf,54b954ba55474a0e08bd3f19,TwoWay,crosslayer,None,metro,train
5453b63455474a33623191e9,5453b63455474a3362318a84,54b954ba55474a0e08bd3f1a,TwoWay,crosslayer,None,metro,train
5453b63455474a33623191e8,5453b63455474a3362318a84,54b954ba55474a0e08bd3f1b,TwoWay,crosslayer,None,metro,train
5453b63455474a336231776c,5453b63555474a3362319b94,54b954ba55474a0e08bd3f1c,TwoWay,crosslayer,None,metro,train
5453b63555474a336231a366,5453b63455474a33623192c6,54b954ba55474a0e08bd3f1d,TwoWay,crosslayer,None,metro,train
5453b63555474a336231aeb9,5453b63455474a33623177e3,54b954ba55474a0e08bd3f1e,TwoWay,crosslayer,None,metro,train
5453b63455474a3362317ddf,5453b63455474a33623199e8,54b954ba55474a0e08bd3f1f,TwoWay,crosslayer,None,metro,train
5453b63455474a336231974f,5453b63455474a336231768a,54b954ba55474a0e08bd3f20,TwoWay,crosslayer,None,metro,train
5453b63455474a3362317538,5453b63455474a33623180c2,54b954ba55474a0e08bd3f21,TwoWay,crosslayer,None,metro,train
5453b63455474a3362318d02,5453b63555474a3362319b94,54b954ba55474a0e08bd3f22,TwoWay,crosslayer,None,metro,train
5453b63455474a3362317bcc,5453b63555474a336231a8c5,54b954ba55474a0e08bd3f23,TwoWay,crosslayer,None,metro,train
5453b63455474a33623183fa,5453b63555474a336231a5ca,54b954ba55474a0e08bd3f24,TwoWay,crosslayer,None,metro,train
5453b63455474a33623183fa,5453b63455474a336231768a,54b954ba55474a0e08bd3f25,TwoWay,crosslayer,None,metro,train
5453b63555474a336231a40e,5453b63455474a3362319a0d,54b954ba55474a0e08bd3f26,TwoWay,crosslayer,None,metro,train
5453b63555474a3362319c0b,5453b63455474a33623178eb,54b954ba55474a0e08bd3f27,TwoWay,crosslayer,None,metro,train
5453b63455474a3362317a1a,5453b63455474a33623180c2,54b954ba55474a0e08bd3f28,TwoWay,crosslayer,None,metro,train
5453b63555474a336231a00a,5453b63455474a336231768a,54b954ba55474a0e08bd3f29,TwoWay,crosslayer,None,metro,train
5453b63455474a3362318ae9,5453b63455474a33623178e7,54b954ba55474a0e08bd3f2a,TwoWay,crosslayer,None,metro,train
5453b63455474a3362318aea,5453b63455474a33623178e7,54b954ba55474a0e08bd3f2b,TwoWay,crosslayer,None,metro,train
5453b63555474a336231a7d8,5453b63555474a3362319e0e,54b954ba55474a0e08bd3f2c,TwoWay,crosslayer,None,metro,train
5453b63555474a336231a21d,5453b63455474a33623178e7,54b954ba55474a0e08bd3f2d,TwoWay,crosslayer,None,metro,train
5453b63455474a33623190e1,5453b63555474a336231ae69,54b954ba55474a0e08bd3f2e,TwoWay,crosslayer,None,metro,train
5453b63455474a33623190e1,5453b63555474a336231ad4f,54b954ba55474a0e08bd3f2f,TwoWay,crosslayer,None,metro,train
5453b63455474a33623182d0,5453b63455474a336231843e,54b954ba55474a0e08bd3f30,TwoWay,crosslayer,None,metro,train
5453b63455474a336231911e,5453b63455474a33623180c2,54b954ba55474a0e08bd3f31,TwoWay,crosslayer,None,metro,train
5453b63455474a336231911e,5453b63555474a336231a8c5,54b954ba55474a0e08bd3f32,TwoWay,crosslayer,None,metro,train
5453b63455474a336231911d,5453b63555474a336231a8c5,54b954ba55474a0e08bd3f33,TwoWay,crosslayer,None,metro,train
5453b63555474a336231a233,5453b63455474a336231821b,54b954ba55474a0e08bd3f34,TwoWay,crosslayer,None,metro,train
5453b63555474a336231aeba,5453b63455474a33623177e3,54b954ba55474a0e08bd3f35,TwoWay,crosslayer,None,metro,train
5453b63555474a336231a416,5453b63555474a336231a5ca,54b954ba55474a0e08bd3f36,TwoWay,crosslayer,None,metro,train
5453b63455474a3362317ac8,5453b63455474a3362319697,54b954ba55474a0e08bd3f37,TwoWay,crosslayer,None,metro,train
